xn,y,ymin,ymax,d,d_obs,u
14.850013,14.852519,20.0,22.0,15.633333,15.633333,0.87750405
14.847354,14.850013,20.0,22.0,15.616667,15.616667,0.87687457
14.844552,14.847354,20.0,22.0,15.6,15.6,0.87623304
14.841616,14.844552,20.0,22.0,15.583333,15.583333,0.8755799
14.838554,14.841616,20.0,22.0,15.566667,15.566667,0.8749162
14.835375,14.838554,20.0,22.0,15.55,15.55,0.8742417
14.832086,14.835375,20.0,22.0,15.533334,15.533334,0.8735572
14.828693,14.832086,20.0,22.0,15.516666,15.516666,0.87286294
14.825205,14.828693,20.0,22.0,15.5,15.5,0.87215906
14.821627,14.825205,20.0,22.0,15.483334,15.483334,0.87144583
14.817965,14.821627,20.0,22.0,15.466666,15.466666,0.8707241
14.814224,14.817965,20.0,22.0,15.45,15.45,0.8699933
14.810411,14.814224,20.0,22.0,15.433333,15.433333,0.8692548
14.80653,14.810411,20.0,22.0,15.416667,15.416667,0.8685079
14.802585,14.80653,20.0,22.0,15.4,15.4,0.86775345
14.79858,14.802585,20.0,22.0,15.383333,15.383333,0.8669911
14.79452,14.79858,20.0,22.0,15.366667,15.366667,0.8662214
14.79041,14.79452,20.0,22.0,15.35,15.35,0.8654444
14.786252,14.79041,20.0,22.0,15.333333,15.333333,0.86466056
14.782049,14.786252,20.0,22.0,15.316667,15.316667,0.86386985
14.777805,14.782049,20.0,22.0,15.3,15.3,0.8630725
14.773523,14.777805,20.0,22.0,15.283334,15.283334,0.86226845
14.769207,14.773523,20.0,22.0,15.266666,15.266666,0.86145824
14.764858,14.769207,20.0,22.0,15.25,15.25,0.8606416
14.760479,14.764858,20.0,22.0,15.233334,15.233334,0.85981905
14.756072,14.760479,20.0,22.0,15.216666,15.216666,0.85899067
14.75164,14.756072,20.0,22.0,15.2,15.2,0.85815626
14.747185,14.75164,20.0,22.0,15.183333,15.183333,0.8573161
14.742708,14.747185,20.0,22.0,15.166667,15.166667,0.8564702
14.738213,14.742708,20.0,22.0,15.15,15.15,0.8556189
14.733699,14.738213,20.0,22.0,15.133333,15.133333,0.85476226
14.729169,14.733699,20.0,22.0,15.116667,15.116667,0.8539004
14.724625,14.729169,20.0,22.0,15.1,15.1,0.8530332
14.720067,14.724625,20.0,22.0,15.083333,15.083333,0.8521608
14.715498,14.720067,20.0,22.0,15.066667,15.066667,0.85128343
14.710918,14.715498,20.0,22.0,15.05,15.05,0.85040075
14.706329,14.710918,20.0,22.0,15.033334,15.033334,0.8495135
14.701733,14.706329,20.0,22.0,15.016666,15.016666,0.84862167
14.697129,14.701733,20.0,22.0,15.0,15.0,0.8477241
14.692519,14.697129,20.0,22.0,15.016666,15.016666,0.847974
14.688486,14.692519,20.0,22.0,15.033334,15.033334,0.8482238
14.685002,14.688486,20.0,22.0,15.05,15.05,0.8485136
14.6820345,14.685002,20.0,22.0,15.066667,15.066667,0.84884197
14.67955,14.6820345,20.0,22.0,15.083333,15.083333,0.84920585
14.677521,14.67955,20.0,22.0,15.1,15.1,0.84960294
14.675918,14.677521,20.0,22.0,15.116667,15.116667,0.8500307
14.674714,14.675918,20.0,22.0,15.133333,15.133333,0.8504876
14.673885,14.674714,20.0,22.0,15.15,15.15,0.85097086
14.6734085,14.673885,20.0,22.0,15.166667,15.166667,0.85147905
14.673262,14.6734085,20.0,22.0,15.183333,15.183333,0.8520094
14.673424,14.673262,20.0,22.0,15.2,15.2,0.8525615
14.673877,14.673424,20.0,22.0,15.216666,15.216666,0.85313314
14.674602,14.673877,20.0,22.0,15.233334,15.233334,0.8537226
14.675582,14.674602,20.0,22.0,15.25,15.25,0.8543286
14.676802,14.675582,20.0,22.0,15.266666,15.266666,0.8549498
14.678246,14.676802,20.0,22.0,15.283334,15.283334,0.85558534
14.6799,14.678246,20.0,22.0,15.3,15.3,0.8562337
14.681753,14.6799,20.0,22.0,15.316667,15.316667,0.8568936
14.683791,14.681753,20.0,22.0,15.333333,15.333333,0.8575642
14.686003,14.683791,20.0,22.0,15.35,15.35,0.8582444
14.688378,14.686003,20.0,22.0,15.366667,15.366667,0.8589336
14.690907,14.688378,20.0,22.0,15.383333,15.383333,0.8596309
14.693579,14.690907,20.0,22.0,15.4,15.4,0.8603353
14.696386,14.693579,20.0,22.0,15.416667,15.416667,0.8610464
14.699321,14.696386,20.0,22.0,15.433333,15.433333,0.8617628
14.702374,14.699321,20.0,22.0,15.45,15.45,0.86248475
14.705541,14.702374,20.0,22.0,15.466666,15.466666,0.8632116
14.708812,14.705541,20.0,22.0,15.483334,15.483334,0.8639419
14.712182,14.708812,20.0,22.0,15.5,15.5,0.86467576
14.715646,14.712182,20.0,22.0,15.516666,15.516666,0.86541295
14.719197,14.715646,20.0,22.0,15.533334,15.533334,0.8661524
14.722832,14.719197,20.0,22.0,15.55,15.55,0.8668944
14.726543,14.722832,20.0,22.0,15.566667,15.566667,0.86763775
14.730329,14.726543,20.0,22.0,15.583333,15.583333,0.8683824
14.734182,14.730329,20.0,22.0,15.6,15.6,0.86912847
14.738102,14.734182,20.0,22.0,15.616667,15.616667,0.8698751
14.742083,14.738102,20.0,22.0,15.633333,15.633333,0.870622
14.746121,14.742083,20.0,22.0,15.65,15.65,0.8713694
14.750215,14.746121,20.0,22.0,15.666667,15.666667,0.8721168
14.75436,14.750215,20.0,22.0,15.683333,15.683333,0.87286335
14.758554,14.75436,20.0,22.0,15.7,15.7,0.8736096
14.762795,14.758554,20.0,22.0,15.716666,15.716666,0.87435514
14.76708,14.762795,20.0,22.0,15.733334,15.733334,0.87509984
14.771406,14.76708,20.0,22.0,15.75,15.75,0.87584335
14.775772,14.771406,20.0,22.0,15.766666,15.766666,0.8765854
14.780175,14.775772,20.0,22.0,15.783334,15.783334,0.8773262
14.784614,14.780175,20.0,22.0,15.8,15.8,0.8780655
14.789085,14.784614,20.0,22.0,15.816667,15.816667,0.8788027
14.79359,14.789085,20.0,22.0,15.833333,15.833333,0.87953866
14.798124,14.79359,20.0,22.0,15.85,15.85,0.88027203
14.802689,14.798124,20.0,22.0,15.866667,15.866667,0.8810038
14.807281,14.802689,20.0,22.0,15.883333,15.883333,0.8817333
14.811899,14.807281,20.0,22.0,15.9,15.9,0.8824607
14.816543,14.811899,20.0,22.0,15.916667,15.916667,0.8831855
14.821211,14.816543,20.0,22.0,15.933333,15.933333,0.8839081
14.825902,14.821211,20.0,22.0,15.95,15.95,0.8846281
14.830615,14.825902,20.0,22.0,15.966666,15.966666,0.8853455
14.83535,14.830615,20.0,22.0,15.983334,15.983334,0.88606036
14.840105,14.83535,20.0,22.0,16.0,16.0,0.8867726
14.84488,14.840105,20.0,22.0,16.033333,16.033333,0.88792974
14.849986,14.84488,20.0,22.0,16.066668,16.066668,0.88907766
14.855407,14.849986,20.0,22.0,16.1,16.1,0.89023304
14.861125,14.855407,20.0,22.0,16.133333,16.133333,0.8913947
14.867123,14.861125,20.0,22.0,16.166666,16.166666,0.8925614
14.873384,14.867123,20.0,22.0,16.2,16.2,0.89373183
14.879895,14.873384,20.0,22.0,16.233334,16.233334,0.89490443
14.886641,14.879895,20.0,22.0,16.266666,16.266666,0.8960785
14.893607,14.886641,20.0,22.0,16.3,16.3,0.89725316
14.900783,14.893607,20.0,22.0,16.333334,16.333334,0.8984271
14.908156,14.900783,20.0,22.0,16.366667,16.366667,0.8995996
14.915716,14.908156,20.0,22.0,16.4,16.4,0.9007697
14.923452,14.915716,20.0,22.0,16.433332,16.433332,0.90193737
14.931355,14.923452,20.0,22.0,16.466667,16.466667,0.90310097
14.939417,14.931355,20.0,22.0,16.5,16.5,0.90426016
14.947628,14.939417,20.0,22.0,16.533333,16.533333,0.90541476
14.955981,14.947628,20.0,22.0,16.566668,16.566668,0.906564
14.964469,14.955981,20.0,22.0,16.6,16.6,0.90770704
14.973084,14.964469,20.0,22.0,16.633333,16.633333,0.90884405
14.981821,14.973084,20.0,22.0,16.666666,16.666666,0.9099741
14.990673,14.981821,20.0,22.0,16.7,16.7,0.91109693
14.999634,14.990673,20.0,22.0,16.733334,16.733334,0.9122126
15.008698,14.999634,20.0,22.0,16.766666,16.766666,0.91332024
15.017862,15.008698,20.0,22.0,16.8,16.8,0.9144198
15.027122,15.017862,20.0,22.0,16.833334,16.833334,0.91551125
15.03647,15.027122,20.0,22.0,16.866667,16.866667,0.916594
15.045905,15.03647,20.0,22.0,16.9,16.9,0.91766804
15.055422,15.045905,20.0,22.0,16.933332,16.933332,0.91873306
15.065017,15.055422,20.0,22.0,16.966667,16.966667,0.9197891
15.074687,15.065017,20.0,22.0,17.0,17.0,0.92083544
15.08443,15.074687,20.0,22.0,17.033333,17.033333,0.9218728
15.094241,15.08443,20.0,22.0,17.066668,17.066668,0.9229006
15.104118,15.094241,20.0,22.0,17.1,17.1,0.9239186
15.1140585,15.104118,20.0,22.0,17.133333,17.133333,0.92492694
15.12406,15.1140585,20.0,22.0,17.166666,17.166666,0.92592555
15.134119,15.12406,20.0,22.0,17.2,17.2,0.9269142
15.144235,15.134119,20.0,22.0,17.233334,17.233334,0.92789304
15.154405,15.144235,20.0,22.0,17.266666,17.266666,0.92886186
15.164626,15.154405,20.0,22.0,17.3,17.3,0.9298209
15.174898,15.164626,20.0,22.0,17.333334,17.333334,0.93076974
15.185219,15.174898,20.0,22.0,17.366667,17.366667,0.9317085
15.195586,15.185219,20.0,22.0,17.4,17.4,0.9326374
15.205998,15.195586,20.0,22.0,17.433332,17.433332,0.93355626
15.2164545,15.205998,20.0,22.0,17.466667,17.466667,0.9344649
15.226953,15.2164545,20.0,22.0,17.5,17.5,0.93536335
15.237492,15.226953,20.0,22.0,17.533333,17.533333,0.9362523
15.248071,15.237492,20.0,22.0,17.566668,17.566668,0.937131
15.258688,15.248071,20.0,22.0,17.6,17.6,0.9379999
15.269342,15.258688,20.0,22.0,17.633333,17.633333,0.93885875
15.280033,15.269342,20.0,22.0,17.666666,17.666666,0.9397077
15.290759,15.280033,20.0,22.0,17.7,17.7,0.9405469
15.301519,15.290759,20.0,22.0,17.733334,17.733334,0.9413764
15.312313,15.301519,20.0,22.0,17.766666,17.766666,0.94219583
15.323139,15.312313,20.0,22.0,17.8,17.8,0.9430059
15.333997,15.323139,20.0,22.0,17.833334,17.833334,0.9438062
15.344885,15.333997,20.0,22.0,17.866667,17.866667,0.9445969
15.3558035,15.344885,20.0,22.0,17.9,17.9,0.9453782
15.366751,15.3558035,20.0,22.0,17.933332,17.933332,0.94614995
15.377727,15.366751,20.0,22.0,17.966667,17.966667,0.9469123
15.38873,15.377727,20.0,22.0,18.0,18.0,0.9476653
15.39976,15.38873,20.0,22.0,18.05,18.05,0.9486298
15.411148,15.39976,20.0,22.0,18.1,18.1,0.94957876
15.422876,15.411148,20.0,22.0,18.15,18.15,0.9505201
15.434926,15.422876,20.0,22.0,18.2,18.2,0.9514535
15.44728,15.434926,20.0,22.0,18.25,18.25,0.9523785
15.459922,15.44728,20.0,22.0,18.3,18.3,0.95329434
15.472837,15.459922,20.0,22.0,18.35,18.35,0.95420045
15.486011,15.472837,20.0,22.0,18.4,18.4,0.9550963
15.499429,15.486011,20.0,22.0,18.45,18.45,0.95598173
15.513079,15.499429,20.0,22.0,18.5,18.5,0.9568561
15.526948,15.513079,20.0,22.0,18.55,18.55,0.9577191
15.541026,15.526948,20.0,22.0,18.6,18.6,0.95857066
15.555302,15.541026,20.0,22.0,18.65,18.65,0.9594102
15.569764,15.555302,20.0,22.0,18.7,18.7,0.96023774
15.584405,15.569764,20.0,22.0,18.75,18.75,0.96105313
15.599215,15.584405,20.0,22.0,18.8,18.8,0.96185625
15.614184,15.599215,20.0,22.0,18.85,18.85,0.9626469
15.629307,15.614184,20.0,22.0,18.9,18.9,0.963425
15.644573,15.629307,20.0,22.0,18.95,18.95,0.96419054
15.659977,15.644573,20.0,22.0,19.0,19.0,0.9649433
15.675511,15.659977,20.0,22.0,19.05,19.05,0.9656835
15.691171,15.675511,20.0,22.0,19.1,19.1,0.9664111
15.706948,15.691171,20.0,22.0,19.15,19.15,0.9671262
15.722838,15.706948,20.0,22.0,19.2,19.2,0.9678287
15.738835,15.722838,20.0,22.0,19.25,19.25,0.9685185
15.754934,15.738835,20.0,22.0,19.3,19.3,0.96919596
15.771131,15.754934,20.0,22.0,19.35,19.35,0.9698613
15.787419,15.771131,20.0,22.0,19.4,19.4,0.97051406
15.803796,15.787419,20.0,22.0,19.45,19.45,0.9711548
15.820256,15.803796,20.0,22.0,19.5,19.5,0.9717834
15.836798,15.820256,20.0,22.0,19.55,19.55,0.9724
15.8534155,15.836798,20.0,22.0,19.6,19.6,0.97300476
15.870106,15.8534155,20.0,22.0,19.65,19.65,0.973598
15.886866,15.870106,20.0,22.0,19.7,19.7,0.9741796
15.903692,15.886866,20.0,22.0,19.75,19.75,0.9747498
15.920583,15.903692,20.0,22.0,19.8,19.8,0.9753087
15.937534,15.920583,20.0,22.0,19.85,19.85,0.9758564
15.954543,15.937534,20.0,22.0,19.9,19.9,0.97639334
15.971608,15.954543,20.0,22.0,19.95,19.95,0.97691923
15.988726,15.971608,20.0,22.0,20.0,20.0,0.9774345
16.005894,15.988726,20.0,22.0,20.05,20.05,0.9779393
16.023111,16.005894,20.0,22.0,20.1,20.1,0.9784338
16.040375,16.023111,20.0,22.0,20.15,20.15,0.97891814
16.057682,16.040375,20.0,22.0,20.2,20.2,0.97939247
16.075031,16.057682,20.0,22.0,20.25,20.25,0.9798569
16.092422,16.075031,20.0,22.0,20.3,20.3,0.98031163
16.109852,16.092422,20.0,22.0,20.35,20.35,0.9807568
16.12732,16.109852,20.0,22.0,20.4,20.4,0.9811927
16.144821,16.12732,20.0,22.0,20.45,20.45,0.98161924
16.162357,16.144821,20.0,22.0,20.5,20.5,0.9820369
16.179926,16.162357,20.0,22.0,20.55,20.55,0.9824455
16.197527,16.179926,20.0,22.0,20.6,20.6,0.9828455
16.215157,16.197527,20.0,22.0,20.65,20.65,0.98323697
16.232817,16.215157,20.0,22.0,20.7,20.7,0.9836199
16.250504,16.232817,20.0,22.0,20.75,20.75,0.9839947
16.268217,16.250504,20.0,22.0,20.8,20.8,0.9843614
16.285955,16.268217,20.0,22.0,20.85,20.85,0.9847201
16.303719,16.285955,20.0,22.0,20.9,20.9,0.98507106
16.321505,16.303719,20.0,22.0,20.95,20.95,0.98541427
16.339312,16.321505,20.0,22.0,21.0,21.0,0.9857501
16.357141,16.339312,20.0,22.0,21.033333,21.033333,0.98601574
16.374659,16.357141,20.0,22.0,21.066668,21.066668,0.98627687
16.39188,16.374659,20.0,22.0,21.1,21.1,0.98653096
16.408825,16.39188,20.0,22.0,21.133333,21.133333,0.98677826
16.425507,16.408825,20.0,22.0,21.166666,21.166666,0.9870193
16.441942,16.425507,20.0,22.0,21.2,21.2,0.9872541
16.458145,16.441942,20.0,22.0,21.233334,21.233334,0.98748314
16.474129,16.458145,20.0,22.0,21.266666,21.266666,0.9877066
16.489906,16.474129,20.0,22.0,21.3,21.3,0.9879246
16.505487,16.489906,20.0,22.0,21.333334,21.333334,0.98813766
16.520885,16.505487,20.0,22.0,21.366667,21.366667,0.98834574
16.53611,16.520885,20.0,22.0,21.4,21.4,0.98854905
16.55117,16.53611,20.0,22.0,21.433332,21.433332,0.98874784
16.566076,16.55117,20.0,22.0,21.466667,21.466667,0.98894227
16.580835,16.566076,20.0,22.0,21.5,21.5,0.9891326
16.595457,16.580835,20.0,22.0,21.533333,21.533333,0.9893188
16.609947,16.595457,20.0,22.0,21.566668,21.566668,0.98950106
16.624315,16.609947,20.0,22.0,21.6,21.6,0.9896796
16.638567,16.624315,20.0,22.0,21.633333,21.633333,0.9898544
16.652708,16.638567,20.0,22.0,21.666666,21.666666,0.99002564
16.666746,16.652708,20.0,22.0,21.7,21.7,0.99019355
16.680687,16.666746,20.0,22.0,21.733334,21.733334,0.9903582
16.694534,16.680687,20.0,22.0,21.766666,21.766666,0.9905195
16.708294,16.694534,20.0,22.0,21.8,21.8,0.99067783
16.721972,16.708294,20.0,22.0,21.833334,21.833334,0.9908331
16.73557,16.721972,20.0,22.0,21.866667,21.866667,0.9909854
16.749096,16.73557,20.0,22.0,21.9,21.9,0.9911349
16.76255,16.749096,20.0,22.0,21.933332,21.933332,0.9912815
16.775938,16.76255,20.0,22.0,21.966667,21.966667,0.9914255
16.789263,16.775938,20.0,22.0,22.0,22.0,0.99156684
16.802528,16.789263,20.0,22.0,22.033333,22.033333,0.99170566
16.815739,16.802528,20.0,22.0,22.066668,22.066668,0.9918419
16.828896,16.815739,20.0,22.0,22.1,22.1,0.9919757
16.842003,16.828896,20.0,22.0,22.133333,22.133333,0.9921072
16.855062,16.842003,20.0,22.0,22.166666,22.166666,0.9922363
16.868078,16.855062,20.0,22.0,22.2,22.2,0.99236333
16.88105,16.868078,20.0,22.0,22.233334,22.233334,0.9924879
16.893982,16.88105,20.0,22.0,22.266666,22.266666,0.9926105
16.906876,16.893982,20.0,22.0,22.3,22.3,0.9927309
16.919733,16.906876,20.0,22.0,22.333334,22.333334,0.99284923
16.932556,16.919733,20.0,22.0,22.366667,22.366667,0.9929656
16.945347,16.932556,20.0,22.0,22.4,22.4,0.99307984
16.958107,16.945347,20.0,22.0,22.433332,22.433332,0.99319226
16.970839,16.958107,20.0,22.0,22.466667,22.466667,0.9933028
16.983543,16.970839,20.0,22.0,22.5,22.5,0.9934115
16.996222,16.983543,20.0,22.0,22.533333,22.533333,0.9935183
17.008875,16.996222,20.0,22.0,22.566668,22.566668,0.9936233
17.021505,17.008875,20.0,22.0,22.6,22.6,0.9937266
17.034113,17.021505,20.0,22.0,22.633333,22.633333,0.99382824
17.0467,17.034113,20.0,22.0,22.666666,22.666666,0.9939281
17.059267,17.0467,20.0,22.0,22.7,22.7,0.9940264
17.071815,17.059267,20.0,22.0,22.733334,22.733334,0.99412304
17.084345,17.071815,20.0,22.0,22.766666,22.766666,0.9942181
17.096859,17.084345,20.0,22.0,22.8,22.8,0.9943116
17.109356,17.096859,20.0,22.0,22.833334,22.833334,0.9944035
17.121838,17.109356,20.0,22.0,22.866667,22.866667,0.994494
17.134306,17.121838,20.0,22.0,22.9,22.9,0.9945831
17.146759,17.134306,20.0,22.0,22.933332,22.933332,0.99467057
17.1592,17.146759,20.0,22.0,22.966667,22.966667,0.9947567
17.171629,17.1592,20.0,22.0,23.0,23.0,0.9948414
17.184046,17.171629,20.0,22.0,23.033333,23.033333,0.9949248
17.196451,17.184046,20.0,22.0,23.066668,23.066668,0.9950068
17.208847,17.196451,20.0,22.0,23.1,23.1,0.99508756
17.221233,17.208847,20.0,22.0,23.133333,23.133333,0.9951669
17.23361,17.221233,20.0,22.0,23.166666,23.166666,0.99524504
17.245977,17.23361,20.0,22.0,23.2,23.2,0.9953218
17.258335,17.245977,20.0,22.0,23.233334,23.233334,0.9953975
17.270685,17.258335,20.0,22.0,23.266666,23.266666,0.99547195
17.283028,17.270685,20.0,22.0,23.3,23.3,0.995545
17.295362,17.283028,20.0,22.0,23.333334,23.333334,0.99561715
17.307692,17.295362,20.0,22.0,23.366667,23.366667,0.995688
17.320015,17.307692,20.0,22.0,23.4,23.4,0.99575776
17.33233,17.320015,20.0,22.0,23.433332,23.433332,0.9958263
17.34464,17.33233,20.0,22.0,23.466667,23.466667,0.99589396
17.356945,17.34464,20.0,22.0,23.5,23.5,0.9959604
17.369246,17.356945,20.0,22.0,23.533333,23.533333,0.9960258
17.38154,17.369246,20.0,22.0,23.566668,23.566668,0.9960901
17.393831,17.38154,20.0,22.0,23.6,23.6,0.9961534
17.406116,17.393831,20.0,22.0,23.633333,23.633333,0.99621576
17.418398,17.406116,20.0,22.0,23.666666,23.666666,0.99627703
17.430676,17.418398,20.0,22.0,23.7,23.7,0.9963374
17.44295,17.430676,20.0,22.0,23.733334,23.733334,0.9963967
17.45522,17.44295,20.0,22.0,23.766666,23.766666,0.9964552
17.467487,17.45522,20.0,22.0,23.8,23.8,0.9965127
17.479752,17.467487,20.0,22.0,23.833334,23.833334,0.9965693
17.492012,17.479752,20.0,22.0,23.866667,23.866667,0.99662495
17.50427,17.492012,20.0,22.0,23.9,23.9,0.9966798
17.516527,17.50427,20.0,22.0,23.933332,23.933332,0.99673367
17.52878,17.516527,20.0,22.0,23.966667,23.966667,0.9967867
17.54103,17.52878,20.0,22.0,24.0,24.0,0.9968389
17.55328,17.54103,20.0,22.0,24.033333,24.033333,0.99689025
17.565527,17.55328,20.0,22.0,24.066668,24.066668,0.9969408
17.577772,17.565527,20.0,22.0,24.1,24.1,0.99699056
17.590015,17.577772,20.0,22.0,24.133333,24.133333,0.9970395
17.602257,17.590015,20.0,22.0,24.166666,24.166666,0.9970878
17.614498,17.602257,20.0,22.0,24.2,24.2,0.99713516
17.626738,17.614498,20.0,22.0,24.233334,24.233334,0.9971818
17.638975,17.626738,20.0,22.0,24.266666,24.266666,0.9972277
17.651213,17.638975,20.0,22.0,24.3,24.3,0.9972729
17.663448,17.651213,20.0,22.0,24.333334,24.333334,0.9973174
17.675684,17.663448,20.0,22.0,24.366667,24.366667,0.9973611
17.68792,17.675684,20.0,22.0,24.4,24.4,0.99740416
17.700153,17.68792,20.0,22.0,24.433332,24.433332,0.99744654
17.712387,17.700153,20.0,22.0,24.466667,24.466667,0.99748814
17.72462,17.712387,20.0,22.0,24.5,24.5,0.9975292
17.736853,17.72462,20.0,22.0,24.533333,24.533333,0.9975695
17.749084,17.736853,20.0,22.0,24.566668,24.566668,0.99760926
17.761316,17.749084,20.0,22.0,24.6,24.6,0.9976484
17.773548,17.761316,20.0,22.0,24.633333,24.633333,0.99768686
17.78578,17.773548,20.0,22.0,24.666666,24.666666,0.9977247
17.798012,17.78578,20.0,22.0,24.7,24.7,0.99776196
17.810244,17.798012,20.0,22.0,24.733334,24.733334,0.9977986
17.822475,17.810244,20.0,22.0,24.766666,24.766666,0.9978346
17.83471,17.822475,20.0,22.0,24.8,24.8,0.9978701
17.846943,17.83471,20.0,22.0,24.833334,24.833334,0.99790514
17.859177,17.846943,20.0,22.0,24.866667,24.866667,0.9979394
17.87141,17.859177,20.0,22.0,24.9,24.9,0.99797326
17.883646,17.87141,20.0,22.0,24.933332,24.933332,0.9980065
17.895882,17.883646,20.0,22.0,24.966667,24.966667,0.9980393
17.908117,17.895882,20.0,22.0,25.0,25.0,0.9980715
17.920355,17.908117,20.0,22.0,25.033333,25.033333,0.99810314
17.932592,17.920355,20.0,22.0,25.066668,25.066668,0.99813443
17.944832,17.932592,20.0,22.0,25.1,25.1,0.9981651
17.957071,17.944832,20.0,22.0,25.133333,25.133333,0.99819523
17.969313,17.957071,20.0,22.0,25.166666,25.166666,0.9982249
17.981556,17.969313,20.0,22.0,25.2,25.2,0.9982541
17.9938,17.981556,20.0,22.0,25.233334,25.233334,0.998283
18.006044,17.9938,20.0,22.0,25.266666,25.266666,0.9983113
18.018291,18.006044,20.0,22.0,25.3,25.3,0.99833906
18.030539,18.018291,20.0,22.0,25.333334,25.333334,0.99836653
18.042788,18.030539,20.0,22.0,25.366667,25.366667,0.9983935
18.055038,18.042788,20.0,22.0,25.4,25.4,0.99842
18.067291,18.055038,20.0,22.0,25.433332,25.433332,0.99844617
18.079546,18.067291,20.0,22.0,25.466667,25.466667,0.9984718
18.091803,18.079546,20.0,22.0,25.5,25.5,0.998497
18.104061,18.091803,20.0,22.0,25.533333,25.533333,0.99852186
18.116322,18.104061,20.0,22.0,25.566668,25.566668,0.99854636
18.128584,18.116322,20.0,22.0,25.6,25.6,0.99857044
18.140848,18.128584,20.0,22.0,25.633333,25.633333,0.9985941
18.153114,18.140848,20.0,22.0,25.666666,25.666666,0.9986174
18.165382,18.153114,20.0,22.0,25.7,25.7,0.99864036
18.177652,18.165382,20.0,22.0,25.733334,25.733334,0.9986628
18.189924,18.177652,20.0,22.0,25.766666,25.766666,0.99868506
18.2022,18.189924,20.0,22.0,25.8,25.8,0.99870694
18.214478,18.2022,20.0,22.0,25.833334,25.833334,0.99872833
18.226757,18.214478,20.0,22.0,25.866667,25.866667,0.9987495
18.23904,18.226757,20.0,22.0,25.9,25.9,0.9987703
18.251326,18.23904,20.0,22.0,25.933332,25.933332,0.9987908
18.263613,18.251326,20.0,22.0,25.966667,25.966667,0.9988109
18.275904,18.263613,20.0,22.0,26.0,26.0,0.9988306
18.288197,18.275904,20.0,22.0,26.033333,26.033333,0.9988501
18.300493,18.288197,20.0,22.0,26.066668,26.066668,0.99886924
18.312792,18.300493,20.0,22.0,26.1,26.1,0.9988882
18.325094,18.312792,20.0,22.0,26.133333,26.133333,0.99890673
18.3374,18.325094,20.0,22.0,26.166666,26.166666,0.9989249
18.349709,18.3374,20.0,22.0,26.2,26.2,0.9989429
18.36202,18.349709,20.0,22.0,26.233334,26.233334,0.9989605
18.374336,18.36202,20.0,22.0,26.266666,26.266666,0.9989779
18.386654,18.374336,20.0,22.0,26.3,26.3,0.998995
18.398975,18.386654,20.0,22.0,26.333334,26.333334,0.99901175
18.4113,18.398975,20.0,22.0,26.366667,26.366667,0.9990283
18.42363,18.4113,20.0,22.0,26.4,26.4,0.9990446
18.435963,18.42363,20.0,22.0,26.433332,26.433332,0.9990607
18.4483,18.435963,20.0,22.0,26.466667,26.466667,0.99907637
18.46064,18.4483,20.0,22.0,26.5,26.5,0.99909186
18.472984,18.46064,20.0,22.0,26.533333,26.533333,0.99910706
18.485332,18.472984,20.0,22.0,26.566668,26.566668,0.9991221
